File,Function,Kind,TypeAnnotation,UnrolledTypeAnnotation,TypeVarsSummary,Error,Warning,VarCnt,HasWhere,VarsUsedOnce,UseSiteVariance,ImprUseSiteVariance,RestrictedScope,Package
src/constructors-helpers.jl,_handlepairs,mtsig,(Tuple{Vararg{Pair{<:T}{<:V}}} where V <: NoDimNum) where T <: Number,"(Tuple{Vararg{(Pair{var""##ANON_TV#869""} where var""##ANON_TV#869"" <: T){var""##ANON_TV#870""} where var""##ANON_TV#870"" <: V}} where V <: NoDimNum) where T <: Number","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#870""), :(Union{}), :V, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:V, :(Union{}), :NoDimNum, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[], nil(JuliaSub.TypeConstructor))], true)",false,true,3,true,false,true,true,false,../data/ta-info/all/DutyCycles.jl
src/constructors-helpers.jl,_handlepairswithpossibleunits,mtsig,(Tuple{Vararg{Pair{<:T}{<:V}}} where V <: Number) where T <: Number,"(Tuple{Vararg{(Pair{var""##ANON_TV#871""} where var""##ANON_TV#871"" <: T){var""##ANON_TV#872""} where var""##ANON_TV#872"" <: V}} where V <: Number) where T <: Number","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#872""), :(Union{}), :V, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:V, :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[], nil(JuliaSub.TypeConstructor))], true)",false,true,3,true,false,true,true,false,../data/ta-info/all/DutyCycles.jl
src/trajectories.jl,eltype,mtsig,"Tuple{Type{From{I, <:Any}}} where I","Tuple{Type{From{I, var""##ANON_TV#511""} where var""##ANON_TV#511"" <: Any}} where I","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#511""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:I, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/DynamicIterators.jl
src/finds.jl,find,mtsig,"Tuple{Vector{Union{Nothing, T}}, Any, Int, Int} where T","Tuple{Vector{Union{Nothing, T}}, Any, Int, Int} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/DynamicSparseArrays.jl
src/finds.jl,find,mtsig,"Tuple{Vector{Union{Nothing, T}}, Any} where T","Tuple{Vector{Union{Nothing, T}}, Any} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/DynamicSparseArrays.jl
test/utils.jl,check_semaphores,mtsig,"(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:K, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/DynamicSparseArrays.jl
test/utils.jl,check_key_order,mtsig,"(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:K, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/DynamicSparseArrays.jl
src/MSC.jl,getMedSC,mtsig,"Tuple{AbstractVector{Union{T, Missing}}, AbstractVector} where T","Tuple{AbstractVector{Union{T, Missing}}, AbstractVector} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/EarthDataLab.jl
src/client/client.jl,add!,mtsig,"(Tuple{Dict{U, Union{Vector{T}}}, U, T} where T) where U","(Tuple{Dict{U, Union{Vector{T}}}, U, T} where T) where U","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:U, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,false,false,true,false,../data/ta-info/all/Ekztazy.jl
src/Types.jl,Base.convert,mtsig,"Tuple{Type{Optional{S, T} where S}, Any} where T","Tuple{Type{Optional{S, T} where S}, Any} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:S, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/ExtraFun.jl
src/Types.jl,Base.convert,mtsig,"Tuple{Type{Optional{S1, T} where S1}, Optional{S2, T} where S2} where T","Tuple{Type{Optional{S1, T} where S1}, Optional{S2, T} where S2} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:S1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:S2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,false,false,true,false,../data/ta-info/all/ExtraFun.jl
src/Types.jl,Base.convert,mtsig,"(Tuple{Type{Optional{S1, T} where S1}, Optional{S2}} where T) where S2","(Tuple{Type{Optional{S1, T} where S1}, Optional{S2}} where T) where S2","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:S1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:S2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,true,true,false,../data/ta-info/all/ExtraFun.jl
src/metadata.jl,feathertype,mtsig,"Tuple{Type{Union{T, Missing}}} where T","Tuple{Type{Union{T, Missing}}} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/metadata.jl,getmetadata,mtsig,"Tuple{IO, Type{Union{T, Missing}}, ArrowVector} where T","Tuple{IO, Type{Union{T, Missing}}, ArrowVector} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/metadata.jl,getmetadata,mtsig,"Tuple{IO, Type{Union{T, Missing}}, DictEncoding} where T","Tuple{IO, Type{Union{T, Missing}}, DictEncoding} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/sink.jl,getarrow,mtsig,"Tuple{AbstractVector{Union{T, Missing}}} where T","Tuple{AbstractVector{Union{T, Missing}}} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/source.jl,constructcolumn,mtsig,"Tuple{Type{Union{T, Missing}}, Vector{UInt8}, Metadata.CategoryMetadata, Metadata.Column} where T","Tuple{Type{Union{T, Missing}}, Vector{UInt8}, Metadata.CategoryMetadata, Metadata.Column} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,bitmaskpointer,mtsig,"Tuple{ArrowVector{Union{J, Missing}}} where J","Tuple{ArrowVector{Union{J, Missing}}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,nullcount,mtsig,"Tuple{ArrowVector{Union{T, Missing}}} where T","Tuple{ArrowVector{Union{T, Missing}}} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_isnull,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_isnull,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{<:Integer}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{var""##ANON_TV#997""} where var""##ANON_TV#997"" <: Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#997""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_isnull,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{AbstractVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,isnull,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_rawbitmask,mtsig,"Tuple{ArrowVector{Union{J, Missing}}} where J","Tuple{ArrowVector{Union{J, Missing}}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,setnull!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_setnull!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,$name,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{<:Integer}} where J","Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{var""##ANON_TV#1001""} where var""##ANON_TV#1001"" <: Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1001""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,false,false,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,$name,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,false,false,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,$name,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}} where J","Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,false,false,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,Base.getindex,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,Base.getindex,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{<:Integer}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{var""##ANON_TV#1006""} where var""##ANON_TV#1006"" <: Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1006""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/dictencoding.jl,DictEncoding,mtsig,"(Tuple{Vector{UInt8}, Integer, Integer, Integer, CategoricalArray{Union{J, Missing}, 1, U}} where U) where J","(Tuple{Vector{UInt8}, Integer, Integer, Integer, CategoricalArray{Union{J, Missing}, 1, U}} where U) where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:U, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/dictencoding.jl,DictEncoding,mtsig,"(Tuple{Vector{UInt8}, Integer, CategoricalArray{Union{J, Missing}, 1, U}} where U) where J","(Tuple{Vector{UInt8}, Integer, CategoricalArray{Union{J, Missing}, 1, U}} where U) where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:U, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,true,true,false,../data/ta-info/all/Feather.jl
src/arrow/dictencoding.jl,_getrefsvec,mtsig,"((Tuple{DictEncoding{J, R}, AbstractVector{<:Integer}} where R <: ArrowVector{Union{K, Missing}}) where K) where J","((Tuple{DictEncoding{J, R}, AbstractVector{var""##ANON_TV#1018""} where var""##ANON_TV#1018"" <: Integer} where R <: ArrowVector{Union{K, Missing}}) where K) where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1018""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:R, :(Union{}), :(ArrowVector{Union{K, Missing}}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:K, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCUpBnd)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,4,true,true,true,true,false,../data/ta-info/all/Feather.jl
