File,Function,Kind,TypeAnnotation,UnrolledTypeAnnotation,TypeVarsSummary,Error,Warning,VarCnt,HasWhere,VarsUsedOnce,UseSiteVariance,ImprUseSiteVariance,RestrictedScope,ClosedLowerBound,Package
src/univariate/continuous/normal.jl,sum,mtsig,"(Tuple{AbstractDistributionVector{D}, Symmetric, MissingStrategy, AbstractArray{Bool, 1}, AbstractVector{Union{Missing, DS}}} where DS <: eltype(D)) where D <: Normal","(Tuple{AbstractDistributionVector{D}, Symmetric, MissingStrategy, AbstractArray{Bool, 1}, AbstractVector{Union{Missing, DS}}} where DS <: eltype(D)) where D <: Normal","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:DS, :(Union{}), :(eltype(D)), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:D, :(Union{}), :Normal, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCCall, JuliaSub.TCUpBnd), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,false,false,true,false,true,../data/ta-info/all/DistributionVectors.jl
src/univariate/continuous/normal.jl,sum_normals,mtsig,"(Tuple{AbstractDistributionVector{D}, Symmetric, MissingStrategy, AbstractArray{Bool, 1}, AbstractVector{Union{Missing, DS}}} where DS <: eltype(D)) where D <: Normal","(Tuple{AbstractDistributionVector{D}, Symmetric, MissingStrategy, AbstractArray{Bool, 1}, AbstractVector{Union{Missing, DS}}} where DS <: eltype(D)) where D <: Normal","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:DS, :(Union{}), :(eltype(D)), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:D, :(Union{}), :Normal, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCCall, JuliaSub.TCUpBnd), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,false,false,true,false,true,../data/ta-info/all/DistributionVectors.jl
src/reshaped.jl,Base.eltype,mtsig,"Tuple{Type{ReshapedDistribution{<:Any, <:ValueSupport, D}}} where D","Tuple{Type{(ReshapedDistribution{var""##ANON_TV#858"", var""##ANON_TV#859"", D} where var""##ANON_TV#858"" <: Any) where var""##ANON_TV#859"" <: ValueSupport}} where D","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#858""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#859""), :(Union{}), :ValueSupport, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:D, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/Distributions.jl
src/constructors-helpers.jl,_handlepairs,mtsig,(Tuple{Vararg{Pair{<:T}{<:V}}} where V <: NoDimNum) where T <: Number,"(Tuple{Vararg{(Pair{var""##ANON_TV#1966""} where var""##ANON_TV#1966"" <: T){var""##ANON_TV#1967""} where var""##ANON_TV#1967"" <: V}} where V <: NoDimNum) where T <: Number","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1967""), :(Union{}), :V, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:V, :(Union{}), :NoDimNum, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[], nil(JuliaSub.TypeConstructor))], true)",false,true,3,true,false,false,true,false,true,../data/ta-info/all/DutyCycles.jl
src/constructors-helpers.jl,_handlepairswithpossibleunits,mtsig,(Tuple{Vararg{Pair{<:T}{<:V}}} where V <: Number) where T <: Number,"(Tuple{Vararg{(Pair{var""##ANON_TV#1968""} where var""##ANON_TV#1968"" <: T){var""##ANON_TV#1969""} where var""##ANON_TV#1969"" <: V}} where V <: Number) where T <: Number","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1969""), :(Union{}), :V, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:V, :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[], nil(JuliaSub.TypeConstructor))], true)",false,true,3,true,false,false,true,false,true,../data/ta-info/all/DutyCycles.jl
src/trajectories.jl,eltype,mtsig,"Tuple{Type{From{I, <:Any}}} where I","Tuple{Type{From{I, var""##ANON_TV#1246""} where var""##ANON_TV#1246"" <: Any}} where I","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1246""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:I, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/DynamicIterators.jl
src/finds.jl,find,mtsig,"Tuple{Vector{Union{Nothing, T}}, Any, Int, Int} where T","Tuple{Vector{Union{Nothing, T}}, Any, Int, Int} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/DynamicSparseArrays.jl
src/finds.jl,find,mtsig,"Tuple{Vector{Union{Nothing, T}}, Any} where T","Tuple{Vector{Union{Nothing, T}}, Any} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/DynamicSparseArrays.jl
test/utils.jl,check_semaphores,mtsig,"(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:K, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/DynamicSparseArrays.jl
test/utils.jl,check_key_order,mtsig,"(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(Tuple{Vector{Union{Nothing, Tuple{K, T}}}, Any} where T) where K","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:K, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/DynamicSparseArrays.jl
src/MSC.jl,getMedSC,mtsig,"Tuple{AbstractVector{Union{T, Missing}}, AbstractVector} where T","Tuple{AbstractVector{Union{T, Missing}}, AbstractVector} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/EarthDataLab.jl
src/client/client.jl,add!,mtsig,"(Tuple{Dict{U, Union{Vector{T}}}, U, T} where T) where U","(Tuple{Dict{U, Union{Vector{T}}}, U, T} where T) where U","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:U, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,false,false,true,false,true,../data/ta-info/all/Ekztazy.jl
src/Types.jl,Base.convert,mtsig,"Tuple{Type{Optional{S, T} where S}, Any} where T","Tuple{Type{Optional{S, T} where S}, Any} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:S, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/ExtraFun.jl
src/Types.jl,Base.convert,mtsig,"Tuple{Type{Optional{S1, T} where S1}, Optional{S2, T} where S2} where T","Tuple{Type{Optional{S1, T} where S1}, Optional{S2, T} where S2} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:S1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:S2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,false,false,true,false,true,../data/ta-info/all/ExtraFun.jl
src/Types.jl,Base.convert,mtsig,"(Tuple{Type{Optional{S1, T} where S1}, Optional{S2}} where T) where S2","(Tuple{Type{Optional{S1, T} where S1}, Optional{S2}} where T) where S2","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:S1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:S2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/ExtraFun.jl
src/metadata.jl,feathertype,mtsig,"Tuple{Type{Union{T, Missing}}} where T","Tuple{Type{Union{T, Missing}}} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/metadata.jl,getmetadata,mtsig,"Tuple{IO, Type{Union{T, Missing}}, ArrowVector} where T","Tuple{IO, Type{Union{T, Missing}}, ArrowVector} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/metadata.jl,getmetadata,mtsig,"Tuple{IO, Type{Union{T, Missing}}, DictEncoding} where T","Tuple{IO, Type{Union{T, Missing}}, DictEncoding} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/sink.jl,getarrow,mtsig,"Tuple{AbstractVector{Union{T, Missing}}} where T","Tuple{AbstractVector{Union{T, Missing}}} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/source.jl,constructcolumn,mtsig,"Tuple{Type{Union{T, Missing}}, Vector{UInt8}, Metadata.CategoryMetadata, Metadata.Column} where T","Tuple{Type{Union{T, Missing}}, Vector{UInt8}, Metadata.CategoryMetadata, Metadata.Column} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,bitmaskpointer,mtsig,"Tuple{ArrowVector{Union{J, Missing}}} where J","Tuple{ArrowVector{Union{J, Missing}}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,nullcount,mtsig,"Tuple{ArrowVector{Union{T, Missing}}} where T","Tuple{ArrowVector{Union{T, Missing}}} where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_isnull,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_isnull,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{<:Integer}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{var""##ANON_TV#871""} where var""##ANON_TV#871"" <: Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#871""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_isnull,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{AbstractVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,isnull,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_rawbitmask,mtsig,"Tuple{ArrowVector{Union{J, Missing}}} where J","Tuple{ArrowVector{Union{J, Missing}}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,setnull!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_setnull!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Bool, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","Tuple{ArrowVector{Union{J, Missing}}, Vector{UInt8}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,unsafe_setnulls!,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,$name,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{<:Integer}} where J","Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{var""##ANON_TV#875""} where var""##ANON_TV#875"" <: Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#875""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,false,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,$name,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}, AbstractVector{Bool}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,false,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,$name,mtsig,"Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}} where J","Tuple{AbstractVector{Union{J, Missing}}, ArrowVector{Union{J, Missing}}} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,false,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,Base.getindex,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","Tuple{ArrowVector{Union{J, Missing}}, Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,1,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
src/arrow/arrowvectors.jl,Base.getindex,mtsig,"Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{<:Integer}} where J","Tuple{ArrowVector{Union{J, Missing}}, AbstractVector{var""##ANON_TV#880""} where var""##ANON_TV#880"" <: Integer} where J","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#880""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:J, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/Feather.jl
