File,Function,Kind,TypeAnnotation,UnrolledTypeAnnotation,TypeVarsSummary,Error,Warning,VarCnt,HasWhere,VarsUsedOnce,UseSiteVariance,ImprUseSiteVariance,ExistInInv,RestrictedScope,ClosedLowerBound,TrivConsistBounds,Package
src/StateMachine.jl,sandboxStateMachineStep,mtsig,"Tuple{Vector{Tuple{DateTime, Int, <:Function, T}}, Int} where T","Tuple{Vector{Tuple{DateTime, Int, var""##ANON_TV#1053"", T} where var""##ANON_TV#1053"" <: Function}, Int} where T","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1053""), :(Union{}), :Function, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,false,true,true,false,true,true,data/ta-info/all/FunctionalStateMachine.jl
src/StateMachineAnimation.jl,animateStateMachineHistoryByTime,mtsig,"Tuple{Vector{Tuple{DateTime, Int, <:Function, T}}, Int, Any, String, Bool, Any, Any, Bool, AbstractString} where T","Tuple{Vector{Tuple{DateTime, Int, var""##ANON_TV#1054"", T} where var""##ANON_TV#1054"" <: Function}, Int, Any, String, Bool, Any, Any, Bool, AbstractString} where T","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1054""), :(Union{}), :Function, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,false,true,true,false,true,true,data/ta-info/all/FunctionalStateMachine.jl
src/StateMachineAnimation.jl,animateStateMachineHistoryByTimeCompound,mtsig,"Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, <:Function, T}}}, Any, Any, Int, Any, String, Bool, Bool, Bool, Dict{Symbol, String}, AbstractString, Function} where T","Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, var""##ANON_TV#1055"", T} where var""##ANON_TV#1055"" <: Function}}, Any, Any, Int, Any, String, Bool, Bool, Bool, Dict{Symbol, String}, AbstractString, Function} where T","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1055""), :(Union{}), :Function, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple)], list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,false,true,true,false,true,true,data/ta-info/all/FunctionalStateMachine.jl
src/StateMachineAnimation.jl,getTotalNumberSteps,mtsig,"Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, <:Function, T}}}} where T","Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, var""##ANON_TV#1056"", T} where var""##ANON_TV#1056"" <: Function}}} where T","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1056""), :(Union{}), :Function, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple)], list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,false,true,true,false,true,true,data/ta-info/all/FunctionalStateMachine.jl
src/StateMachineAnimation.jl,getFirstStepHist,mtsig,"Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, <:Function, T}}}} where T","Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, var""##ANON_TV#1057"", T} where var""##ANON_TV#1057"" <: Function}}} where T","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1057""), :(Union{}), :Function, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple)], list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,false,true,true,false,true,true,data/ta-info/all/FunctionalStateMachine.jl
src/StateMachineAnimation.jl,animateStateMachineHistoryIntervalCompound,mtsig,"(Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, <:Function, T}}}, Dict{Symbol, N}, Int, Any, Int, String, Bool, Bool, Bool, Function, Dict{Symbol, String}, AbstractString, Function} where N) where T","(Tuple{Dict{Symbol, Vector{Tuple{DateTime, Int, var""##ANON_TV#1058"", T} where var""##ANON_TV#1058"" <: Function}}, Dict{Symbol, N}, Int, Any, Int, String, Bool, Bool, Bool, Function, Dict{Symbol, String}, AbstractString, Function} where N) where T","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1058""), :(Union{}), :Function, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple)], list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,3,true,true,false,true,true,false,true,true,data/ta-info/all/FunctionalStateMachine.jl
src/columns.jl,RLEVector,mtsig,"(Tuple{Type{<:Signed}, Type{Union{S, T}}} where T) where S","(Tuple{Type{var""##ANON_TV#1135""} where var""##ANON_TV#1135"" <: Signed, Type{Union{S, T}}} where T) where S","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1135""), :(Union{}), :Signed, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:S, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,3,true,true,false,true,false,false,true,true,data/ta-info/all/FunctionalTables.jl
src/dataset_loading.jl,_to,mtsig,"Tuple{Type{Union{Missing, T}}, String} where T <: Number","Tuple{Type{Union{Missing, T}}, String} where T <: Number","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Number, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,1,true,true,false,true,false,false,true,true,data/ta-info/all/GHCNData.jl
src/read_snapshot/particles_in_halo/read_particles_by_id.jl,construct_matched_dict,mtsig,"Tuple{Dict{String, VecOrMat{T} where T}, Array{String, 1}, Array{<:Integer, 1}}","Tuple{Dict{String, VecOrMat{T} where T}, Array{String, 1}, Array{var""##ANON_TV#791"", 1} where var""##ANON_TV#791"" <: Integer}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#791""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/GadgetIO.jl
src/fictplay.jl,time_series!,mtsig,"Tuple{AbstractRNG, AbstractFictitiousPlay{N}, NTuple{N, Matrix{<:Real}}, BROptions, Integer} where N","Tuple{AbstractRNG, AbstractFictitiousPlay{N}, NTuple{N, Matrix{var""##ANON_TV#2010""} where var""##ANON_TV#2010"" <: Real}, BROptions, Integer} where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2010""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,false,false,true,true,true,true,true,data/ta-info/all/GameTheory.jl
src/genetics.jl,<NOT A FUNSIG>,tyassorann,Array{Drive{<:Genotype}},"Array{Drive{var""##ANON_TV#857""} where var""##ANON_TV#857"" <: Genotype}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#857""), :(Union{}), :Genotype, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/GeneDrive.jl
src/genetics.jl,Genetics,mtsig,"Tuple{Type{C}, Array{Drive{<:Genotype}}} where C <: Construct","Tuple{Type{C}, Array{Drive{var""##ANON_TV#858""} where var""##ANON_TV#858"" <: Genotype}} where C <: Construct","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#858""), :(Union{}), :Genotype, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:C, :(Union{}), :Construct, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/GeneDrive.jl
src/organisms.jl,<NOT A FUNSIG>,tyassorann,"DataStructures.OrderedDict{Type{<:LifeStage}, Stage}","DataStructures.OrderedDict{Type{var""##ANON_TV#870""} where var""##ANON_TV#870"" <: LifeStage, Stage}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#870""), :(Union{}), :LifeStage, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/GeneDrive.jl
src/spatial_structure.jl,<NOT A FUNSIG>,tyassorann,"DataStructures.OrderedDict{Type{<:Species}, Organism}","DataStructures.OrderedDict{Type{var""##ANON_TV#877""} where var""##ANON_TV#877"" <: Species, Organism}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#877""), :(Union{}), :Species, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/GeneDrive.jl
src/GenericFFT.jl,AbstractFFTs.complexfloat,mtsig,Tuple{StridedArray{Complex{<:AbstractFloat}}},"Tuple{StridedArray{Complex{var""##ANON_TV#1182""} where var""##ANON_TV#1182"" <: AbstractFloat}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1182""), :(Union{}), :AbstractFloat, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,1,true,true,true,true,true,true,true,true,data/ta-info/all/GenericFFT.jl
src/record.jl,vectorise,mtsig,"Tuple{AbstractArray{Union{Missing, T}, 1}} where T","Tuple{AbstractArray{Union{Missing, T}, 1}} where T","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))]",false,false,1,true,true,false,true,false,false,true,true,data/ta-info/all/GenomicAnnotations.jl
src/geoarray.jl,Base.setindex!,mtsig,"Tuple{GeoArray, Any, Vararg{Union{<:Integer, <:AbstractRange{<:Integer}}, 2}}","Tuple{GeoArray, Any, Vararg{(Union{var""##ANON_TV#943"", var""##ANON_TV#944""} where var""##ANON_TV#943"" <: Integer) where var""##ANON_TV#944"" <: (AbstractRange{var""##ANON_TV#945""} where var""##ANON_TV#945"" <: Integer), 2}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#945""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#943""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion)], list(JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#944""), :(Union{}), :(AbstractRange{var""##ANON_TV#945""} where var""##ANON_TV#945"" <: Integer), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCWhere)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,3,true,true,true,true,true,true,true,true,data/ta-info/all/GeoArrays.jl
src/geoarray.jl,Base.setindex!,mtsig,"Tuple{GeoArray, Any, Vararg{Union{<:Integer, <:AbstractRange{<:Integer}}, 3}}","Tuple{GeoArray, Any, Vararg{(Union{var""##ANON_TV#946"", var""##ANON_TV#947""} where var""##ANON_TV#946"" <: Integer) where var""##ANON_TV#947"" <: (AbstractRange{var""##ANON_TV#948""} where var""##ANON_TV#948"" <: Integer), 3}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#948""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#946""), :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion)], list(JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#947""), :(Union{}), :(AbstractRange{var""##ANON_TV#948""} where var""##ANON_TV#948"" <: Integer), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCWhere)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,3,true,true,true,true,true,true,true,true,data/ta-info/all/GeoArrays.jl
src/array.jl,DD.DimTable,mtsig,"Tuple{Vararg{Tuple{<:AbstractGeoArray, Vararg{<:AbstractGeoArray}}}}","Tuple{Vararg{Tuple{var""##ANON_TV#1280"", Vararg{var""##ANON_TV#1281""} where var""##ANON_TV#1281"" <: AbstractGeoArray} where var""##ANON_TV#1280"" <: AbstractGeoArray}}","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1281""), :(Union{}), :AbstractGeoArray, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1280""), :(Union{}), :AbstractGeoArray, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCTuple)], list(JuliaSub.TCInvar, JuliaSub.TCTuple))]",false,false,2,true,true,true,true,true,true,true,true,data/ta-info/all/GeoData.jl
src/Elasticity/Elasticity.jl,effective_ε,mtsig,"(Tuple{NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}, Any} where T) where N","(Tuple{NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}, Any} where T) where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,false,false,true,false,false,true,true,data/ta-info/all/GeoParams.jl
src/Elasticity/Elasticity.jl,effective_ε,mtsig,"(Tuple{NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}, Any, Int64} where T) where N","(Tuple{NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}, Any, Int64} where T) where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,false,false,true,false,false,true,true,data/ta-info/all/GeoParams.jl
src/Elasticity/Elasticity.jl,effective_ε,mtsig,"((Tuple{NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{I, NTuple{4, I}}}} where I <: Integer) where T) where N","((Tuple{NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{I, NTuple{4, I}}}} where I <: Integer) where T) where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:I, :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,3,true,false,false,true,false,false,true,true,data/ta-info/all/GeoParams.jl
src/Elasticity/Elasticity.jl,effective_ε,mtsig,"((Tuple{NTuple{N, T}, Any, NTuple{N, T}, Any, NTuple{N, Union{I, NTuple{4, I}}}} where I <: Integer) where T) where N","((Tuple{NTuple{N, T}, Any, NTuple{N, T}, Any, NTuple{N, Union{I, NTuple{4, I}}}} where I <: Integer) where T) where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:I, :(Union{}), :Integer, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,3,true,false,false,true,false,false,true,true,data/ta-info/all/GeoParams.jl
src/StressComputations/StressComputations.jl,compute_τij,mtsig,"(Tuple{Any, NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}} where T) where N","(Tuple{Any, NTuple{N, Union{T, NTuple{4, T}}}, Any, NTuple{N, Union{T, NTuple{4, T}}}} where T) where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,false,false,true,false,false,true,true,data/ta-info/all/GeoParams.jl
src/StressComputations/StressComputations.jl,compute_p_τij,mtsig,"(Tuple{Any, NTuple{N, Union{T, NTuple{4, T}}}, T, Any, NTuple{N, Union{T, NTuple{4, T}}}} where T) where N","(Tuple{Any, NTuple{N, Union{T, NTuple{4, T}}}, T, Any, NTuple{N, Union{T, NTuple{4, T}}}} where T) where N","JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCTuple), list(JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUnion, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere), list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))]",false,false,2,true,false,false,true,false,false,true,true,data/ta-info/all/GeoParams.jl
