File,Name,Kind,TypeDeclaration,Supertype,Error,Warning,VarCnt,ProcessedTypeDecl,ProcessedSuper,TyDeclUseSiteVariance,SuperUseSiteVariance,TyDeclImpUseSiteVariance,SuperImpUseSiteVariance,TrivConsistBounds,Package
src/acsets/ColumnImplementations.jl,SparseInjectiveColumn,tdstrc,"SparseInjectiveColumn{K, T, D <: AbstractDict{K, T}}","Column{K, T}",false,false,3,"((SparseInjectiveColumn{K, T, D} where D <: AbstractDict{K, T}) where T) where K","((Column{K, T} where D) where T) where K",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/acsets/Columns.jl,ColumnView,tdstrc,"ColumnView{S, T, C <: Column{S, T}, I <: AbstractVector{S}, Def}",AbstractVector{T},false,false,5,"((((ColumnView{S, T, C, I, Def} where Def) where I <: AbstractVector{S}) where C <: Column{S, T}) where T) where S",((((AbstractVector{T} where Def) where I) where C) where T) where S,false,true,true,true,true,data/ta-info/all/Catlab.jl
src/acsets/Mappings.jl,VecMap,tdstrc,"VecMap{T, V <: AbstractVector{T}}","Mapping{Int, T}",false,false,2,"(VecMap{T, V} where V <: AbstractVector{T}) where T","(Mapping{Int, T} where V) where T",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/acsets/Mappings.jl,DictMap,tdstrc,"DictMap{K, V, D <: AbstractDict{K, V}}","Mapping{K, V}",false,false,3,"((DictMap{K, V, D} where D <: AbstractDict{K, V}) where V) where K","((Mapping{K, V} where D) where V) where K",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/acsets/Mappings.jl,MappingView,tdstrc,"MappingView{K, V, M <: Mapping{K, V}, Def <: Default, Indices <: AbstractVector{K}}",AbstractVector{V},false,false,5,"((((MappingView{K, V, M, Def, Indices} where Indices <: AbstractVector{K}) where Def <: Default) where M <: Mapping{K, V}) where V) where K",((((AbstractVector{V} where Indices) where Def) where M) where V) where K,false,true,true,true,true,data/ta-info/all/Catlab.jl
src/acsets/PreimageCaches.jl,StoredPreimageCache,tdstrc,"StoredPreimageCache{S, T, Preimage <: AbstractSet{S}, Storage <: Mapping{T, Preimage}}","PreimageCache{S, T}",false,false,4,"(((StoredPreimageCache{S, T, Preimage, Storage} where Storage <: Mapping{T, Preimage}) where Preimage <: AbstractSet{S}) where T) where S","(((PreimageCache{S, T} where Storage) where Preimage) where T) where S",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/acsets/PreimageCaches.jl,InjectiveCache,tdstrc,"InjectiveCache{S, T, Storage <: Mapping{T, S}}","PreimageCache{S, T}",false,false,3,"((InjectiveCache{S, T, Storage} where Storage <: Mapping{T, S}) where T) where S","((PreimageCache{S, T} where Storage) where T) where S",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/CSets.jl,StructTightACSetTransformation,tdstrc,"StructTightACSetTransformation{S <: TypeLevelSchema, Comp <: NamedTuple, Dom <: StructACSet{S}, Codom <: StructACSet{S}}","TightACSetTransformation{S, Comp, Dom, Codom}",false,false,4,"(((StructTightACSetTransformation{S, Comp, Dom, Codom} where Codom <: StructACSet{S}) where Dom <: StructACSet{S}) where Comp <: NamedTuple) where S <: TypeLevelSchema","(((TightACSetTransformation{S, Comp, Dom, Codom} where Codom) where Dom) where Comp) where S",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/CSets.jl,StructLooseACSetTransformation,tdstrc,"StructLooseACSetTransformation{S <: TypeLevelSchema, Comp <: NamedTuple, Dom <: StructACSet{S}, Codom <: StructACSet{S}, TypeComp <: NamedTuple}","LooseACSetTransformation{S, Comp, Dom, Codom}",false,false,5,"((((StructLooseACSetTransformation{S, Comp, Dom, Codom, TypeComp} where TypeComp <: NamedTuple) where Codom <: StructACSet{S}) where Dom <: StructACSet{S}) where Comp <: NamedTuple) where S <: TypeLevelSchema","((((LooseACSetTransformation{S, Comp, Dom, Codom} where TypeComp) where Codom) where Dom) where Comp) where S",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/CSets.jl,ACSetLimit,tdstrc,"ACSetLimit{Ob <: StructACSet, Diagram, Cone <: Multispan{Ob}, Limits <: NamedTuple}","AbstractLimit{Ob, Diagram}",false,false,4,"(((ACSetLimit{Ob, Diagram, Cone, Limits} where Limits <: NamedTuple) where Cone <: Multispan{Ob}) where Diagram) where Ob <: StructACSet","(((AbstractLimit{Ob, Diagram} where Limits) where Cone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/CSets.jl,ACSetColimit,tdstrc,"ACSetColimit{Ob <: StructACSet, Diagram, Cocone <: Multicospan{Ob}, Colimits <: NamedTuple}","AbstractColimit{Ob, Diagram}",false,false,4,"(((ACSetColimit{Ob, Diagram, Cocone, Colimits} where Colimits <: NamedTuple) where Cocone <: Multicospan{Ob}) where Diagram) where Ob <: StructACSet","(((AbstractColimit{Ob, Diagram} where Colimits) where Cocone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Categories.jl,IdentityFunctor,tdstrc,IdentityFunctor{Dom <: Cat},"Functor{Dom, Dom}",false,false,1,IdentityFunctor{Dom} where Dom <: Cat,"Functor{Dom, Dom} where Dom",true,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Categories.jl,CompositeFunctor,tdstrc,"CompositeFunctor{Dom, Codom, F <: Functor{Dom, <:Cat}, G <: Functor{<:Cat, Codom}}","Functor{Dom, Codom}",false,false,4,"(((CompositeFunctor{Dom, Codom, F, G} where G <: (Functor{var""##ANON_TV#855"", Codom} where var""##ANON_TV#855"" <: Cat)) where F <: (Functor{Dom, var""##ANON_TV#856""} where var""##ANON_TV#856"" <: Cat)) where Codom) where Dom","(((Functor{Dom, Codom} where G) where F) where Codom) where Dom",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Categories.jl,IdentityTransformation,tdstrc,"IdentityTransformation{C <: Cat, D <: Cat, Dom <: Functor{C, D}}","Transformation{C, D, Dom, Dom}",false,false,3,"((IdentityTransformation{C, D, Dom} where Dom <: Functor{C, D}) where D <: Cat) where C <: Cat","((Transformation{C, D, Dom, Dom} where Dom) where D) where C",false,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Categories.jl,OppositeCat,tdstrc,"OppositeCat{Ob, Hom, Size <: CatSize, C <: Cat{Ob, Hom, Size}}","Cat{Ob, Hom, Size}",false,false,4,"(((OppositeCat{Ob, Hom, Size, C} where C <: Cat{Ob, Hom, Size}) where Size <: CatSize) where Hom) where Ob","(((Cat{Ob, Hom, Size} where C) where Size) where Hom) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Categories.jl,OppositeFunctor,tdstrc,"OppositeFunctor{C, D, F <: Functor{C, D}}","Functor{C, D}",false,false,3,"((OppositeFunctor{C, D, F} where F <: Functor{C, D}) where D) where C","((Functor{C, D} where F) where D) where C",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/CommutativeDiagrams.jl,SquareDiagram,tdstrc,"SquareDiagram{Hom, Homs <: StaticVector{4, Hom}}",Any,false,false,2,"(SquareDiagram{Hom, Homs} where Homs <: StaticVector{4, Hom}) where Hom",(Any where Homs) where Hom,false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/DataMigrations.jl,MigrationFunctor,tdabst,"MigrationFunctor{Dom <: ACSet, Codom <: ACSet}","Functor{TypeCat{Dom, ACSetTransformation}, TypeCat{Codom, ACSetTransformation}}",false,false,2,"(MigrationFunctor{Dom, Codom} where Codom <: ACSet) where Dom <: ACSet","(Functor{TypeCat{Dom, ACSetTransformation}, TypeCat{Codom, ACSetTransformation}} where Codom) where Dom",true,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Diagrams.jl,SimpleDiagram,tdstrc,"SimpleDiagram{T, C <: Cat, D <: Functor{<:FinCat, C}}","Diagram{T, C, D}",false,false,3,"((SimpleDiagram{T, C, D} where D <: (Functor{var""##ANON_TV#857"", C} where var""##ANON_TV#857"" <: FinCat)) where C <: Cat) where T","((Diagram{T, C, D} where D) where C) where T",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Diagrams.jl,QueryDiagram,tdstrc,"QueryDiagram{T, C <: Cat, D <: Functor{<:FinCat, C}, Params <: AbstractDict}","Diagram{T, C, D}",false,false,4,"(((QueryDiagram{T, C, D, Params} where Params <: AbstractDict) where D <: (Functor{var""##ANON_TV#858"", C} where var""##ANON_TV#858"" <: FinCat)) where C <: Cat) where T","(((Diagram{T, C, D} where Params) where D) where C) where T",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Diagrams.jl,DiagramHom,tdstrc,"DiagramHom{T, C <: Cat, F <: FinFunctor, Φ <: FinTransformation, D <: Functor{<:FinCat, C}}",Any,false,false,5,"((((DiagramHom{T, C, F, Φ, D} where D <: (Functor{var""##ANON_TV#859"", C} where var""##ANON_TV#859"" <: FinCat)) where Φ <: FinTransformation) where F <: FinFunctor) where C <: Cat) where T",((((Any where D) where Φ) where F) where C) where T,false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinCats.jl,Path,tdstrc,"Path{V, E, Edges <: AbstractVector{E}}",Any,false,false,3,"((Path{V, E, Edges} where Edges <: AbstractVector{E}) where E) where V",((Any where Edges) where E) where V,false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinCats.jl,FinTransformationMap,tdstrc,"FinTransformationMap{C <: FinCat, D <: Cat, Dom <: FinDomFunctor{C, D}, Codom <: FinDomFunctor, Comp}","FinTransformation{C, D, Dom, Codom}",false,false,5,"((((FinTransformationMap{C, D, Dom, Codom, Comp} where Comp) where Codom <: FinDomFunctor) where Dom <: FinDomFunctor{C, D}) where D <: Cat) where C <: FinCat","((((FinTransformation{C, D, Dom, Codom} where Comp) where Codom) where Dom) where D) where C",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinSets.jl,DiscreteCat,tdstrc,"DiscreteCat{Ob, S <: FinSet{<:Any, Ob}}","FinCat{Ob, Ob}",false,false,2,"(DiscreteCat{Ob, S} where S <: (FinSet{var""##ANON_TV#861"", Ob} where var""##ANON_TV#861"" <: Any)) where Ob","(FinCat{Ob, Ob} where S) where Ob",false,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinSets.jl,FinDomFunctionVector,tdstrc,"FinDomFunctionVector{T, V <: AbstractVector{T}, Codom <: SetOb{T}}","SetFunction{FinSetInt, Codom}",false,false,3,"((FinDomFunctionVector{T, V, Codom} where Codom <: SetOb{T}) where V <: AbstractVector{T}) where T","((SetFunction{FinSetInt, Codom} where Codom) where V) where T",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinSets.jl,IndexedFinDomFunctionVector,tdstrc,"IndexedFinDomFunctionVector{T, V <: AbstractVector{T}, Index, Codom <: SetOb{T}}","SetFunction{FinSetInt, Codom}",false,false,4,"(((IndexedFinDomFunctionVector{T, V, Index, Codom} where Codom <: SetOb{T}) where Index) where V <: AbstractVector{T}) where T","(((SetFunction{FinSetInt, Codom} where Codom) where Index) where V) where T",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinSets.jl,FinDomFunctionDict,tdstrc,"FinDomFunctionDict{K, D <: AbstractDict{K}, Codom <: SetOb}","SetFunction{FinSetCollection{Base.KeySet{K, D}, K}, Codom}",false,false,3,"((FinDomFunctionDict{K, D, Codom} where Codom <: SetOb) where D <: AbstractDict{K}) where K","((SetFunction{FinSetCollection{Base.KeySet{K, D}, K}, Codom} where Codom) where D) where K",false,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinSets.jl,FinSetIndexedLimit,tdmtbl,"FinSetIndexedLimit{Ob <: FinSet, Diagram, Cone <: Multispan{Ob}}","AbstractLimit{Ob, Diagram}",false,false,3,"((FinSetIndexedLimit{Ob, Diagram, Cone} where Cone <: Multispan{Ob}) where Diagram) where Ob <: FinSet","((AbstractLimit{Ob, Diagram} where Cone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinSets.jl,FinSetCompositeLimit,tdstrc,"FinSetCompositeLimit{Ob <: FinSet, Diagram, Cone <: Multispan{Ob}, Prod <: Product{Ob}, Incl <: FinFunction}","AbstractLimit{Ob, Diagram}",false,false,5,"((((FinSetCompositeLimit{Ob, Diagram, Cone, Prod, Incl} where Incl <: FinFunction) where Prod <: Product{Ob}) where Cone <: Multispan{Ob}) where Diagram) where Ob <: FinSet","((((AbstractLimit{Ob, Diagram} where Incl) where Prod) where Cone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FinSets.jl,FinSetCompositeColimit,tdstrc,"FinSetCompositeColimit{Ob <: FinSet, Diagram, Cocone <: Multicospan{Ob}, Coprod <: Coproduct{Ob}, Proj <: FinFunction}","AbstractColimit{Ob, Diagram}",false,false,5,"((((FinSetCompositeColimit{Ob, Diagram, Cocone, Coprod, Proj} where Proj <: FinFunction) where Coprod <: Coproduct{Ob}) where Cocone <: Multicospan{Ob}) where Diagram) where Ob <: FinSet","((((AbstractColimit{Ob, Diagram} where Proj) where Coprod) where Cocone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FreeDiagrams.jl,DiscreteDiagram,tdstrc,"DiscreteDiagram{Ob, Hom, Obs <: AbstractVector{Ob}}","FixedShapeFreeDiagram{Ob, Hom}",false,false,3,"((DiscreteDiagram{Ob, Hom, Obs} where Obs <: AbstractVector{Ob}) where Hom) where Ob","((FixedShapeFreeDiagram{Ob, Hom} where Obs) where Hom) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FreeDiagrams.jl,Multispan,tdstrc,"Multispan{Ob, Hom, Legs <: AbstractVector{Hom}}","FixedShapeFreeDiagram{Ob, Hom}",false,false,3,"((Multispan{Ob, Hom, Legs} where Legs <: AbstractVector{Hom}) where Hom) where Ob","((FixedShapeFreeDiagram{Ob, Hom} where Legs) where Hom) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FreeDiagrams.jl,Multicospan,tdstrc,"Multicospan{Ob, Hom, Legs <: AbstractVector{Hom}}","FixedShapeFreeDiagram{Ob, Hom}",false,false,3,"((Multicospan{Ob, Hom, Legs} where Legs <: AbstractVector{Hom}) where Hom) where Ob","((FixedShapeFreeDiagram{Ob, Hom} where Legs) where Hom) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FreeDiagrams.jl,ParallelMorphisms,tdstrc,"ParallelMorphisms{Dom, Codom, Hom, Homs <: AbstractVector{Hom}}","FixedShapeFreeDiagram{Union{Dom, Codom}, Hom}",false,false,4,"(((ParallelMorphisms{Dom, Codom, Hom, Homs} where Homs <: AbstractVector{Hom}) where Hom) where Codom) where Dom","(((FixedShapeFreeDiagram{Union{Dom, Codom}, Hom} where Homs) where Hom) where Codom) where Dom",false,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FreeDiagrams.jl,ComposableMorphisms,tdstrc,"ComposableMorphisms{Ob, Hom, Homs <: AbstractVector{Hom}}","FixedShapeFreeDiagram{Ob, Hom}",false,false,3,"((ComposableMorphisms{Ob, Hom, Homs} where Homs <: AbstractVector{Hom}) where Hom) where Ob","((FixedShapeFreeDiagram{Ob, Hom} where Homs) where Hom) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/FreeDiagrams.jl,FreeDiagramFunctor,tdstrc,"FreeDiagramFunctor{Ob, Hom, Codom}","FinDomFunctor{FreeCatGraph{FreeDiagram{Ob, Hom}}, Codom}",false,false,3,"((FreeDiagramFunctor{Ob, Hom, Codom} where Codom) where Hom) where Ob","((FinDomFunctor{FreeCatGraph{FreeDiagram{Ob, Hom}}, Codom} where Codom) where Hom) where Ob",true,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,Limit,tdstrc,"Limit{Ob, Diagram, Cone <: Multispan{Ob}}","AbstractLimit{Ob, Diagram}",false,false,3,"((Limit{Ob, Diagram, Cone} where Cone <: Multispan{Ob}) where Diagram) where Ob","((AbstractLimit{Ob, Diagram} where Cone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,Colimit,tdstrc,"Colimit{Ob, Diagram, Cocone <: Multicospan{Ob}}","AbstractColimit{Ob, Diagram}",false,false,3,"((Colimit{Ob, Diagram, Cocone} where Cocone <: Multicospan{Ob}) where Diagram) where Ob","((AbstractColimit{Ob, Diagram} where Cocone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,SingletonLimit,tdstrc,"SingletonLimit{Ob, Diagram <: SingletonDiagram{Ob}}","AbstractLimit{Ob, Diagram}",false,false,2,"(SingletonLimit{Ob, Diagram} where Diagram <: SingletonDiagram{Ob}) where Ob","(AbstractLimit{Ob, Diagram} where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,SingletonColimit,tdstrc,"SingletonColimit{Ob, Diagram <: SingletonDiagram{Ob}}","AbstractColimit{Ob, Diagram}",false,false,2,"(SingletonColimit{Ob, Diagram} where Diagram <: SingletonDiagram{Ob}) where Ob","(AbstractColimit{Ob, Diagram} where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,CompositePullback,tdstrc,"CompositePullback{Ob, Diagram <: Multicospan, Cone <: Multispan{Ob}, Prod <: Product, Eq <: Equalizer}","AbstractLimit{Ob, Diagram}",false,false,5,"((((CompositePullback{Ob, Diagram, Cone, Prod, Eq} where Eq <: Equalizer) where Prod <: Product) where Cone <: Multispan{Ob}) where Diagram <: Multicospan) where Ob","((((AbstractLimit{Ob, Diagram} where Eq) where Prod) where Cone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,CompositePushout,tdstrc,"CompositePushout{Ob, Diagram <: Multispan, Cocone <: Multicospan{Ob}, Coprod <: Coproduct, Coeq <: Coequalizer}","AbstractColimit{Ob, Diagram}",false,false,5,"((((CompositePushout{Ob, Diagram, Cocone, Coprod, Coeq} where Coeq <: Coequalizer) where Coprod <: Coproduct) where Cocone <: Multicospan{Ob}) where Diagram <: Multispan) where Ob","((((AbstractColimit{Ob, Diagram} where Coeq) where Coprod) where Cocone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,BipartiteLimit,tdstrc,"BipartiteLimit{Ob, Diagram, Cone <: Multispan{Ob}, Lim <: AbstractLimit}","AbstractLimit{Ob, Diagram}",false,false,4,"(((BipartiteLimit{Ob, Diagram, Cone, Lim} where Lim <: AbstractLimit) where Cone <: Multispan{Ob}) where Diagram) where Ob","(((AbstractLimit{Ob, Diagram} where Lim) where Cone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Limits.jl,BipartiteColimit,tdstrc,"BipartiteColimit{Ob, Diagram, Cocone <: Multicospan{Ob}, Colim <: AbstractColimit}","AbstractColimit{Ob, Diagram}",false,false,4,"(((BipartiteColimit{Ob, Diagram, Cocone, Colim} where Colim <: AbstractColimit) where Cocone <: Multicospan{Ob}) where Diagram) where Ob","(((AbstractColimit{Ob, Diagram} where Colim) where Cocone) where Diagram) where Ob",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Sets.jl,SetFunctionCallable,tdstrc,"SetFunctionCallable{T, T′, Dom <: SetOb{T}, Codom <: SetOb{T′}}","SetFunction{Dom, Codom}",false,false,4,"(((SetFunctionCallable{T, T′, Dom, Codom} where Codom <: SetOb{T′}) where Dom <: SetOb{T}) where T′) where T","(((SetFunction{Dom, Codom} where Codom) where Dom) where T′) where T",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Sets.jl,IdentityFunction,tdstrc,IdentityFunction{Dom},"SetFunction{Dom, Dom}",false,false,1,IdentityFunction{Dom} where Dom,"SetFunction{Dom, Dom} where Dom",true,false,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Sets.jl,CompositeFunction,tdstrc,"CompositeFunction{Dom, Codom, F <: SetFunction{Dom, <:SetOb}, G <: SetFunction{<:SetOb, Codom}}","SetFunction{Dom, Codom}",false,false,4,"(((CompositeFunction{Dom, Codom, F, G} where G <: (SetFunction{var""##ANON_TV#862"", Codom} where var""##ANON_TV#862"" <: SetOb)) where F <: (SetFunction{Dom, var""##ANON_TV#863""} where var""##ANON_TV#863"" <: SetOb)) where Codom) where Dom","(((SetFunction{Dom, Codom} where G) where F) where Codom) where Dom",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Sets.jl,ConstantFunction,tdstrc,"ConstantFunction{T, Value <: T, Dom, Codom <: SetOb{T}}","SetFunction{Dom, Codom}",false,false,4,"(((ConstantFunction{T, Value, Dom, Codom} where Codom <: SetOb{T}) where Dom) where Value <: T) where T","(((SetFunction{Dom, Codom} where Codom) where Dom) where Value) where T",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Slices.jl,SliceLimit,tdstrc,"SliceLimit{Hom, Ob <: Slice{Hom}, Diagram, Cone <: Multispan{Ob}}","AbstractLimit{Ob, Diagram}",false,false,4,"(((SliceLimit{Hom, Ob, Diagram, Cone} where Cone <: Multispan{Ob}) where Diagram) where Ob <: Slice{Hom}) where Hom","(((AbstractLimit{Ob, Diagram} where Cone) where Diagram) where Ob) where Hom",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/categorical_algebra/Slices.jl,SliceColimit,tdstrc,"SliceColimit{Hom, Ob <: Slice{Hom}, Diagram, Cocone <: Multicospan{Ob}}","AbstractColimit{Ob, Diagram}",false,false,4,"(((SliceColimit{Hom, Ob, Diagram, Cocone} where Cocone <: Multicospan{Ob}) where Diagram) where Ob <: Slice{Hom}) where Hom","(((AbstractColimit{Ob, Diagram} where Cocone) where Diagram) where Ob) where Hom",false,true,true,true,true,data/ta-info/all/Catlab.jl
src/graphs/PropertyGraphs.jl,PropertyGraph,tdstrc,"PropertyGraph{T, G <: _AbstractPropertyGraph{T}}",AbstractPropertyGraph{T},false,false,2,"(PropertyGraph{T, G} where G <: _AbstractPropertyGraph{T}) where T",(AbstractPropertyGraph{T} where G) where T,false,true,true,true,true,data/ta-info/all/Catlab.jl
src/graphs/PropertyGraphs.jl,SymmetricPropertyGraph,tdstrc,"SymmetricPropertyGraph{T, G <: _AbstractSymmetricPropertyGraph{T}}",AbstractPropertyGraph{T},false,false,2,"(SymmetricPropertyGraph{T, G} where G <: _AbstractSymmetricPropertyGraph{T}) where T",(AbstractPropertyGraph{T} where G) where T,false,true,true,true,true,data/ta-info/all/Catlab.jl
src/parser.jl,Agenda,tdstrc,"Agenda{R, S <: SortedSet{ActiveArc{R}}}",Any,false,false,2,"(Agenda{R, S} where S <: SortedSet{ActiveArc{R}}) where R",(Any where S) where R,false,true,true,true,true,data/ta-info/all/ChartParsers.jl
src/parser.jl,ChartParser,tdstrc,"ChartParser{R, G <: AbstractGrammar{R}, S <: AbstractStrategy, F}",Any,false,false,4,"(((ChartParser{R, G, S, F} where F) where S <: AbstractStrategy) where G <: AbstractGrammar{R}) where R",(((Any where F) where S) where G) where R,false,true,true,true,true,data/ta-info/all/ChartParsers.jl
src/DeconvLearn.jl,ClusterDiscretizer,tdabst,ClusterDiscretizer{T <: Number},"AbstractDiscretizer{Vector{T}, Int}",false,false,1,ClusterDiscretizer{T} where T <: Number,"AbstractDiscretizer{Vector{T}, Int} where T",true,false,true,true,true,data/ta-info/all/CherenkovDeconvolution.jl
src/CircularArrayBuffers.jl,CircularArrayBuffer,tdmtbl,"CircularArrayBuffer{T, N, S <: AbstractArray{T, N}}","AbstractArray{T, N}",false,false,3,"((CircularArrayBuffer{T, N, S} where S <: AbstractArray{T, N}) where N) where T","((AbstractArray{T, N} where S) where N) where T",false,true,true,true,true,data/ta-info/all/CircularArrayBuffers.jl
src/CircularArrays.jl,CircularArray,tdstrc,"CircularArray{T, N, A <: AbstractArray{T, N}}","AbstractArray{T, N}",false,false,3,"((CircularArray{T, N, A} where A <: AbstractArray{T, N}) where N) where T","((AbstractArray{T, N} where A) where N) where T",false,true,true,true,true,data/ta-info/all/CircularArrays.jl
src/database/params/PairParam.jl,PairParameter,tdstrc,"PairParameter{T, V <: AbstractMatrix{T}}",ClapeyronParam,false,false,2,"(PairParameter{T, V} where V <: AbstractMatrix{T}) where T",(ClapeyronParam where V) where T,false,true,true,true,true,data/ta-info/all/Clapeyron.jl
src/database/params/SingleParam.jl,SingleParameter,tdstrc,"SingleParameter{T, V <: AbstractVector{T}}",ClapeyronParam,false,false,2,"(SingleParameter{T, V} where V <: AbstractVector{T}) where T",(ClapeyronParam where V) where T,false,true,true,true,true,data/ta-info/all/Clapeyron.jl
src/database/params/paramvectors.jl,Compressed4DMatrix,tdstrc,"Compressed4DMatrix{T, V <: AbstractVector{T}}",Any,false,false,2,"(Compressed4DMatrix{T, V} where V <: AbstractVector{T}) where T",(Any where V) where T,false,true,true,true,true,data/ta-info/all/Clapeyron.jl
src/database/params/paramvectors.jl,AssocView,tdstrc,"AssocView{T, V <: Compressed4DMatrix{T}, I}",AbstractMatrix{T},false,false,3,"((AssocView{T, V, I} where I) where V <: Compressed4DMatrix{T}) where T",((AbstractMatrix{T} where I) where V) where T,false,true,true,true,true,data/ta-info/all/Clapeyron.jl
src/choleskyQR.jl,ConvertedOrthogonalPolynomial,tdstrc,"ConvertedOrthogonalPolynomial{T, WW <: AbstractQuasiVector{T}, XX, UU, PP}",OrthonormalPolynomial{T},false,false,5,"((((ConvertedOrthogonalPolynomial{T, WW, XX, UU, PP} where PP) where UU) where XX) where WW <: AbstractQuasiVector{T}) where T",((((OrthonormalPolynomial{T} where PP) where UU) where XX) where WW) where T,false,true,true,true,true,data/ta-info/all/ClassicalOrthogonalPolynomials.jl
src/normalized.jl,Normalized,tdstrc,"Normalized{T, OPs <: AbstractQuasiMatrix{T}, NL}",OrthonormalPolynomial{T},false,false,3,"((Normalized{T, OPs, NL} where NL) where OPs <: AbstractQuasiMatrix{T}) where T",((OrthonormalPolynomial{T} where NL) where OPs) where T,false,true,true,true,true,data/ta-info/all/ClassicalOrthogonalPolynomials.jl
src/normalized.jl,OrthonormalWeighted,tdstrc,"OrthonormalWeighted{T, PP <: AbstractQuasiMatrix{T}}",AbstractWeighted{T},false,false,2,"(OrthonormalWeighted{T, PP} where PP <: AbstractQuasiMatrix{T}) where T",(AbstractWeighted{T} where PP) where T,false,true,true,true,true,data/ta-info/all/ClassicalOrthogonalPolynomials.jl
src/normalized.jl,Weighted,tdstrc,"Weighted{T, PP <: AbstractQuasiMatrix{T}}",AbstractWeighted{T},false,false,2,"(Weighted{T, PP} where PP <: AbstractQuasiMatrix{T}) where T",(AbstractWeighted{T} where PP) where T,false,true,true,true,true,data/ta-info/all/ClassicalOrthogonalPolynomials.jl
src/ratios.jl,OrthogonalPolynomialRatio,tdmtbl,"OrthogonalPolynomialRatio{T, PP <: AbstractQuasiMatrix{T}}",AbstractCachedVector{T},false,false,2,"(OrthogonalPolynomialRatio{T, PP} where PP <: AbstractQuasiMatrix{T}) where T",(AbstractCachedVector{T} where PP) where T,false,true,true,true,true,data/ta-info/all/ClassicalOrthogonalPolynomials.jl
